Posted Date,Payee, Amount ,ABS Amount,Source,Bas-Lux,Category
3/15/25,USAA INSURANCE PAYMENT   WWW.USAA.COM TX,,"1,255.65",usaa-chk,Basic,Insurance
3/15/25,COMCAST CABLE COMM       800-COMCAST  WA,,193.91,usaa-chk,Basic,Utilities
3/14/25,CHIPOTLE 1984            SEATTLE      WA,,12.03,usaa-chk,Luxury,Dining
3/14/25,SQ *DOWNTOWN BAGEL CO    Seattle      WA,,20.94,usaa-chk,Luxury,Dining
3/14/25,HUNGRYROOT.COM HUNGRYROOT.CONY,-127.67,127.67,usaa-chk,Basic,Groceries
3/14/25,PCC - BURIEN             BURIEN       WA,,193.39,usaa-chk,Basic,Groceries
3/14/25,SQ *PEONY                gosq.com     WA,,180.00,usaa-chk,Basic,Health & Medical
3/14/25,PROCLUB BELLEVUE         BELLEVUE     WA,,6.29,usaa-chk,Luxury,Membership
3/14/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,,15.98,usaa-chk,Basic,Parking
3/14/25,Netflix                  1 8445052993 CA,,27.58,usaa-chk,Luxury,Subscriptions / Digital
3/14/25,PSCCU            ONLINE PMT ***********7POS,-300.00,300.00,usaa-chk,Basic,Utilities
3/13/25,ELTSA CUSTOM SEWING      SEATTLE      WA,,364.65,usaa-chk,Basic,Clothing
3/13/25,MYKIDSSPENDING.C WK3843016  ***********SAAS,-25.00,25.00,usaa-chk,Luxury,Dining
3/13/25,SQ *DOWNTOWN BAGEL CO    Seattle      WA,,20.94,usaa-chk,Luxury,Dining
3/13/25,COSTCO WHSE #1190 LYNNWOOD WA,-6.60,6.60,usaa-chk,Basic,Groceries
3/13/25,WHOLEFDS MBD #10630      SEATTLE      WA,,9.31,usaa-chk,Basic,Groceries
3/13/25,UW HFS                   SEATTLE      WA,,9.48,usaa-chk,Basic,Groceries
3/13/25,"WHO GIVES A CRAP, INC.   US.WHOGIVESACNY",,48.55,usaa-chk,Basic,Groceries
3/13/25,COSTCO BY INSTACART      WWW.COSTCO.COCA,,426.07,usaa-chk,Basic,Groceries
3/13/25,SQ *PEONY                gosq.com     WA,,180.00,usaa-chk,Basic,Health & Medical
3/13/25,VIDA INTEGRATED HEALTH   THINKVIDA.COMWA,,351.48,usaa-chk,Basic,Health & Medical
3/13/25,QUICKEN INC 650-250-1900 CA,-145.53,145.53,usaa-chk,Luxury,Subscriptions / Digital
3/13/25,LIBRO.FM AUDIOBOOKS      413-206-9290 WA,,16.54,usaa-chk,Luxury,Subscriptions / Digital
3/13/25,SEATTLEUTILTIES  WEB_PAY    ***********2025,-478.12,478.12,usaa-chk,Basic,Utilities
3/12/25,WA VEHICLE LICENSING     360-902-7470 WA,,14.16,usaa-chk,Basic,Auto
3/12/25,TST*SKILLET REGRADE Seattle WA,-44.30,44.30,usaa-chk,Luxury,Dining
3/12/25,MENB529 MENCHIES QUEEN   SEATTLE      WA,,12.94,usaa-chk,Luxury,Dining
3/12/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,,15.86,usaa-chk,Luxury,Dining
3/12/25,MDSEELIG                 MDSEELIG.COM WA,,18.00,usaa-chk,Basic,Health & Medical
3/12/25,SDOT PAYBYPHONE PARKING 206-684-5260 WA,-3.25,3.25,usaa-chk,Basic,Parking
3/12/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,,15.98,usaa-chk,Basic,Parking
3/12/25,KATTERMANS SAND POINT PHASEATTLE      WA,,6.19,usaa-chk,Basic,Pharmacy
3/11/25,NORDSTROM DIRECT #0808 800-285-5800 IA,-446.09,446.09,usaa-chk,Luxury,Clothing
3/11/25,NORDSTROM DIRECT #0808 800-285-5800 IA,-569.41,569.41,usaa-chk,Luxury,Clothing
3/11/25,WWW.CORRYSCLEANING.COM   WWW.CORRYSCLEWA,,73.43,usaa-chk,Basic,Clothing
3/11/25,WHOLEFDS MBD #10630      SEATTLE      WA,,17.13,usaa-chk,Basic,Groceries
3/11/25,PAYPAL *DROPPS           402-935-7733 IL,,34.95,usaa-chk,Basic,Groceries
3/11/25,VENMO            PAYMENT    ***********0716,-350.00,350.00,usaa-chk,Luxury,Housekeeper
3/11/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,,19.93,usaa-chk,Basic,Parking
3/11/25,HEALTHY PAWS PET INSURAN TRACIM@HEALTHPA,,118.98,usaa-chk,Luxury,Pets
3/11/25,KATTERMANS SAND POINT PHASEATTLE      WA,,37.38,usaa-chk,Basic,Pharmacy
3/11/25,APPLE.COM/BILL           866-712-7753 CA,,9.99,usaa-chk,Luxury,Subscriptions / Digital
3/10/25,NORDSTROM DIRECT #0808 800-285-5800 IA,-425.27,425.27,usaa-chk,Luxury,Clothing
3/10/25,USAA CREDIT CARD PAYMENT,-10000.00,"10,000.00",usaa-chk,Basic,Credit Card Payment
3/10/25,EINSTEIN BROS BAGELS2171 SEATTLE WA,-10.90,10.90,usaa-chk,Luxury,Dining
3/10/25,MYKIDSSPENDING.C WK3833005  ***********SAAS,-25.00,25.00,usaa-chk,Luxury,Dining
3/10/25,SQ *WESTMAN'S BAGEL AND CSeattle      WA,,5.72,usaa-chk,Luxury,Dining
3/10/25,STARBUCKS 03238          SEATTLE      WA,,6.36,usaa-chk,Luxury,Dining
3/10/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,,10.00,usaa-chk,Luxury,Dining
3/10/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,,11.11,usaa-chk,Luxury,Dining
3/10/25,SEATTLE U CAMPUS STORE   SEATTLE      WA,,8.00,usaa-chk,Basic,Education: Secondary
3/10/25,WWW.USSAILING.ORG        WWW.USSAILINGRI,,10.00,usaa-chk,Basic,Education: Secondary
3/10/25,INUA GROUP               WWW.INUA.GROUMT,,200.00,usaa-chk,Basic,Health & Medical
3/10/25,Amazon.com*CS6563T93     Amzn.com/billWA,,45.32,usaa-chk,Basic,Home & Garden
3/10/25,SDOT PAYBYPHONE PARKING  2066845260   WA,,3.26,usaa-chk,Basic,Parking
3/10/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,,15.98,usaa-chk,Basic,Parking
3/10/25,USAA FUNDS TRANSFER CR,20000.00,"20,000.00",usaa-chk,Basic,Transfer
3/10/25,INTERGLOBE AQZ3CVI46981  GURGAON HARYAII,,68.00,usaa-chk,Luxury,Travel
3/9/25,GIRL SCOUTS OF THE UNITED855-530-4467 NY,,12.00,usaa-chk,Basic,Charitable contributions
3/9/25,CHILI'S DELI             SEATTLE      WA,,27.95,usaa-chk,Luxury,Dining
3/9/25,WHOLEFDS RSQ 10103       SEATTLE      WA,,10.72,usaa-chk,Basic,Groceries
3/9/25,METROPOLITAN MKT 15      SEATTLE      WA,,20.57,usaa-chk,Basic,Groceries
3/9/25,PCC - VIEW RIDGE         SEATTLE      WA,,119.23,usaa-chk,Basic,Groceries
3/9/25,AMAZON PRIME*5316N72Q3   amzn.com/billWA,,3.30,usaa-chk,Basic,Home & Garden
3/9/25,INTERGLOBE AA3LPUW44430  GURGAON HARYAII,,82.00,usaa-chk,Luxury,Travel
3/8/25,SHELL OIL 10007312001    SEATTLE      WA,,64.97,usaa-chk,Basic,Auto
3/8/25,WA DOL LIC & REG 77458   SEATTLE      WA,,704.01,usaa-chk,Basic,Auto
3/8/25,VOLVO CARS SEATTLE       SEATTLE      WA,,"2,384.09",usaa-chk,Basic,Auto
3/8/25,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,,0.00,usaa-chk,Basic,Credit Card Payment
3/8/25,CPI*CANTEEN VENDING EVERE800-628-8363 WA,,2.60,usaa-chk,Luxury,Dining
3/8/25,CPI*CANTEEN VENDING EVERE800-628-8363 WA,,2.60,usaa-chk,Luxury,Dining
3/8/25,EINSTEIN BROS BAGELS2171 SEATTLE      WA,,13.00,usaa-chk,Luxury,Dining
3/8/25,CHIPOTLE 1984            SEATTLE      WA,,15.45,usaa-chk,Luxury,Dining
3/8/25,SPO*BYREK&BAGUETTE       SEATTLE      WA,,28.24,usaa-chk,Luxury,Dining
3/8/25,QFC #5807                SEATTLE      WA,,23.37,usaa-chk,Basic,Groceries
3/8/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,,11.19,usaa-chk,Basic,Parking
3/8/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,,15.98,usaa-chk,Basic,Parking
3/8/25,HEALTHY PAWS PET INSURAN TRACIM@HEALTHPA,,42.48,usaa-chk,Luxury,Pets
3/8/25,ORCA                     8889886722   WA,,6.00,usaa-chk,Luxury,Travel
3/8/25,PAYPAL *STATEBANKIN      2227535771   SG,,25.89,usaa-chk,Luxury,Travel
3/8/25,PAYPAL *STATEBANKIN      2227535771   SG,,25.89,usaa-chk,Luxury,Travel
3/8/25,PAYPAL *STATEBANKIN      2227535771   SG,,25.89,usaa-chk,Luxury,Travel
3/7/25,Interest on Cash Advances,,16.22,usaa-chk,Luxury,Bank Fees
3/7/25,Interest on Purchases,,252.22,usaa-chk,Luxury,Bank Fees
3/7/25,GB* SEATTLE JAZZED       GIVEBUTTER.CODE,,"1,547.11",usaa-chk,Basic,Charitable contributions
3/7/25,HUNGRYROOT.COM HUNGRYROOT.CONY,-127.67,127.67,usaa-chk,Basic,Groceries
3/7/25,SQ *PEONY                gosq.com     WA,,180.00,usaa-chk,Basic,Health & Medical
3/6/25,CAMP NORWESTER WWW.NORWESTERWA,-175.00,175.00,usaa-chk,Basic,Charitable contributions
3/6/25,MYKIDSSPENDING.C WK3821028  ***********SAAS,-25.00,25.00,usaa-chk,Luxury,Dining
3/6/25,7-ELEVEN 23020           SEATTLE      WA,,12.61,usaa-chk,Luxury,Groceries
3/6/25,SQ *PEONY                gosq.com     WA,,180.00,usaa-chk,Basic,Health & Medical
3/6/25,OD CC ADVANCE,3700.00,"3,700.00",usaa-chk,Basic,Transfer
3/5/25,USAA FSB-OVERDRAFT       SAN ANTONIO  TX,,"3,700.00",usaa-chk,Basic,Credit Card Payment
3/5/25,STARBUCKS STORE 03238    SEATTLE      WA,,6.36,usaa-chk,Luxury,Dining
3/5/25,SQ *WESTMAN'S BAGEL AND CSeattle      WA,,11.42,usaa-chk,Luxury,Dining
3/5/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,,18.23,usaa-chk,Luxury,Dining
3/5/25,LEV HAOLAM.COM SBUT RAHEL,-99.00,99.00,usaa-chk,Basic,Home & Garden
3/5/25,AMAZON MKTPL*MW7QB7WZ3   Amzn.com/billWA,,66.10,usaa-chk,Basic,Home & Garden
3/5/25,UBS BANK USA     LOAN PAYMT ***********6302,-4478.12,"4,478.12",usaa-chk,Basic,Mortgage
3/5/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,,15.98,usaa-chk,Basic,Parking
3/4/25,TESLA SUBSCRIPTION US    PALO ALTO    CA,,11.02,usaa-chk,Basic,Auto
3/4/25,SQ *MACRINA BAKERY - ALOHSeattle      WA,,29.69,usaa-chk,Luxury,Dining
3/4/25,WHOLEFDS MBD #10630      SEATTLE      WA,,15.82,usaa-chk,Basic,Groceries
3/4/25,TRANSAMERICA     PREMIUM    ***********7909,-60.34,60.34,usaa-chk,Basic,Insurance
3/4/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,,15.98,usaa-chk,Basic,Parking
3/3/25,76 - VILLAGE MARKET 76   SEATTLE      WA,,75.79,usaa-chk,Basic,Auto
3/3/25,NORTH LAKE MARINA        425-487-2676 WA,,60.00,usaa-chk,Luxury,Boat
3/3/25,MYKIDSSPENDING.C WK3809164  ***********SAAS,-25.00,25.00,usaa-chk,Luxury,Dining
3/3/25,JOLLIBEE                 SEATTLE      WA,,3.85,usaa-chk,Luxury,Dining
3/3/25,SQ *WESTMAN'S BAGEL AND CSeattle      WA,,7.30,usaa-chk,Luxury,Dining
3/3/25,WHOLEFDS MBD #10630      SEATTLE      WA,,11.36,usaa-chk,Basic,Groceries
3/3/25,SQ *MAINSTAY PROVISIONS DSeattle      WA,,22.62,usaa-chk,Basic,Groceries
3/3/25,COSTCO BY INSTACART      INSTACART.COMCA,,188.20,usaa-chk,Basic,Groceries
3/3/25,Helene Russ,-1125.00,"1,125.00",usaa-chk,Basic,Health & Medical
3/3/25,SDOT PAYBYPHONE PARKING  2066845260   WA,,0.85,usaa-chk,Basic,Parking
3/2/25,PCC - VIEW RIDGE         SEATTLE      WA,,78.03,usaa-chk,Basic,Groceries
3/2/25,METROPOLITAN MKT 15      SEATTLE      WA,,128.83,usaa-chk,Basic,Groceries
3/2/25,HLU*HULUPLUS             hulu.com/billCA,,23.15,usaa-chk,Luxury,Subscriptions / Digital
3/1/25,EINSTEIN BROS BAGELS2171 SEATTLE      WA,,21.92,usaa-chk,Luxury,Dining
3/1/25,JAES ASIAN BISTRO AND SUSSEATTLE      WA,,120.00,usaa-chk,Luxury,Dining
3/1/25,SQ *PEONY                gosq.com     WA,,180.00,usaa-chk,Basic,Health & Medical
3/1/25,EPIC BARBER SHOP         SEATTLE      WA,,50.00,usaa-chk,Basic,Personal Care
3/1/25,GOOGLE *CLOUD 4TM9zV     g.co/HelpPay#CA,,0.01,usaa-chk,Luxury,Professional
3/1/25,HP *INSTANT INK          855-785-2777 CA,,7.71,usaa-chk,Luxury,Professional
3/1/25,QUANTUM FIBER            833-250-6306 LA,,75.00,usaa-chk,Basic,Utilities
2/28/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,,7.90,usaa-chk,Luxury,Dining
2/28/25,Banyan Tree Thai RestauraKENT         WA,,40.87,usaa-chk,Luxury,Dining
2/28/25,HUNGRYROOT.COM HUNGRYROOT.CONY,-127.67,127.67,usaa-chk,Basic,Groceries
2/28/25,METROPOLITAN MKT 15      SEATTLE      WA,,146.49,usaa-chk,Basic,Groceries
2/28/25,MAPLE LEAF ACE           SEATTLE      WA,,8.44,usaa-chk,Basic,Home & Garden
2/28/25,Spotify USA              877-7781161  NY,,22.06,usaa-chk,Luxury,Subscriptions / Digital
2/27/25,Dicks Sporting Goods     Seattle      WA,,95.96,usaa-chk,Basic,Clothing
2/27/25,MYKIDSSPENDING.C WK3796320  ***********SAAS,-25.00,25.00,usaa-chk,Luxury,Dining
2/27/25,MYKIDSSPENDING.C WK3796321  ***********SAAS,-25.00,25.00,usaa-chk,Luxury,Dining
2/27/25,DD *DOORDASH KEDAIMAKA   DOORDASH.COM CA,,22.21,usaa-chk,Luxury,Dining
2/27/25,DD *DOORDASH KEDAIMAKA   DOORDASH.COM CA,,47.70,usaa-chk,Luxury,Dining
2/27/25,WHOLEFDS MBD #10630      SEATTLE      WA,,26.01,usaa-chk,Basic,Groceries
2/27/25,AMAZON MKTPL*P05GB2GW3   Amzn.com/billWA,,9.04,usaa-chk,Basic,Home & Garden
2/27/25,Amazon.com*7J16U4U33     Amzn.com/billWA,,19.66,usaa-chk,Basic,Home & Garden
2/26/25,SQ *WESTMAN'S BAGEL AND CSeattle      WA,,20.94,usaa-chk,Luxury,Dining
2/26/25,REMARKABLE OSLO,-3.30,3.30,usaa-chk,Luxury,Subscriptions / Digital
2/26/25,GOOGLE *Duolingo 855-836-3987 CA,-105.93,105.93,usaa-chk,Luxury,Subscriptions / Digital
2/25/25,SQ *WESTMAN'S BAGEL AND CSeattle      WA,,11.92,usaa-chk,Luxury,Dining
2/25/25,TST*EL CAMION - SAND POI Seattle      WA,,23.75,usaa-chk,Luxury,Dining
2/25/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,,25.70,usaa-chk,Luxury,Dining
2/25/25,WHOLEFDS MBD #10630      SEATTLE      WA,,11.04,usaa-chk,Basic,Groceries
2/25/25,VENMO            PAYMENT    ***********7458,-350.00,350.00,usaa-chk,Luxury,Housekeeper
2/24/25,AMEX EPAYMENT    ACH PMT    ***********4526,-1972.14,"1,972.14",usaa-chk,Basic,Credit Card Payment
2/24/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,,12.37,usaa-chk,Luxury,Dining
2/24/25,METROPOLITAN MKT 15 SEATTLE WA,-74.90,74.90,usaa-chk,Basic,Groceries
2/24/25,NYTIMES* 800-698-4637 NY,-25.55,25.55,usaa-chk,Luxury,Subscriptions / Digital
2/24/25,USAA FUNDS TRANSFER CR,2000.00,"2,000.00",usaa-chk,Basic,Transfer
2/24/25,WRIGHT DESIGNS L SALE       ***********,-2843.24,"2,843.24",usaa-chk,Luxury,Van
2/23/25,S       A                206-3236600  WA,,250.00,usaa-chk,Basic,Charitable contributions
2/23/25,"ETSY, INC.               718-8557955  NY",,19.86,usaa-chk,Luxury,Clothing
2/23/25,CHIPOTLE 2574            SEATTLE      WA,,15.06,usaa-chk,Luxury,Dining
2/23/25,EINSTEIN BROS BAGELS2171 SEATTLE      WA,,17.30,usaa-chk,Luxury,Dining
2/23/25,MAPLE LEAF ACE           SEATTLE      WA,,39.11,usaa-chk,Basic,Home & Garden
2/23/25,APPLE.COM/BILL           866-712-7753 CA,,2.99,usaa-chk,Luxury,Subscriptions / Digital
2/22/25,PAYPAL *ARSENIC ANY AR 4029357733 CA,-181.00,181.00,usaa-chk,Luxury,Clothing
2/22/25,AMAZON PRIME*CX8JA8F93   Amzn.com/billWA,,16.54,usaa-chk,Basic,Home & Garden
2/22/25,SP HENSON SHAVING        KITCHENER NORCD,,99.23,usaa-chk,Basic,Home & Garden
2/22/25,"TONAL SYSTEMS, INC       TONAL.COM    CA",,66.15,usaa-chk,Luxury,Membership
2/21/25,BA ELECTRONIC PAYMENT,2648.84,"2,648.84",usaa-chk,Basic,Credit Card Payment
2/21/25,HUNGRYROOT.COM HUNGRYROOT.CONY,-127.67,127.67,usaa-chk,Basic,Groceries
2/21/25,Vagaro_*Refine Nails a SEATTLE WA,-102.50,102.50,usaa-chk,Basic,Personal Care
2/21/25,USAA FUNDS TRANSFER CR,5000.00,"5,000.00",usaa-chk,Basic,Transfer
2/21/25,USAA FUNDS TRANSFER DB,-400.00,400.00,usaa-chk,Basic,Transfer
2/20/25,SAFEWAY FUEL0534         ARLINGTON    WA,,56.89,usaa-chk,Basic,Auto
2/20/25,COSTCO WHSE #1190        LYNNWOOD     WA,,338.35,usaa-chk,Basic,Groceries
2/20/25,TWEEDY & POPP HDWE AT UW SEATTLE      WA,,38.78,usaa-chk,Basic,Home & Garden
2/20/25,TWEEDY & POPP HDWE AT UW SEATTLE      WA,,39.68,usaa-chk,Basic,Home & Garden
2/20/25,SWALLOWTAIL GARDEN SEEDS 707-3267070  CA,,44.45,usaa-chk,Basic,Home & Garden
2/19/25,SQ *MAINSTAY PROVISIONS DSeattle WA,-42.48,42.48,usaa-chk,Luxury,Dining
2/19/25,SP J-B WELD              ORDER.JBWELD.GA,,32.99,usaa-chk,Basic,Home & Garden
2/19/25,GOOGLE *Disney Mobile 855-836-3987 CA,-17.65,17.65,usaa-chk,Luxury,Subscriptions / Digital
2/19/25,SEATTLEUTILTIES  WEB_PAY    ***********2925,-1012.58,"1,012.58",usaa-chk,Basic,Utilities
2/18/25,SP VLOUSNOW.COM VLOUSNOW.COM MD,-165.75,165.75,usaa-chk,Luxury,Clothing
2/18/25,MYKIDSSPENDING.C WK3770937  ***********SAAS,-25.00,25.00,usaa-chk,Luxury,Dining
2/18/25,EINSTEIN BROS BAGELS2171 SEATTLE      WA,,19.40,usaa-chk,Luxury,Dining
2/18/25,sound medicine   sound medi ***********N2J4,-255.00,255.00,usaa-chk,Basic,Health & Medical
2/18/25,Zelle: Scott Cavuoto,-170.00,170.00,usaa-chk,Basic,Home & Garden
2/18/25,PAYPAL *ETSY INC SAN JOSE NY,-1167.22,"1,167.22",usaa-chk,Basic,Home & Garden
2/18/25,MAPLE LEAF ACE           SEATTLE      WA,,11.29,usaa-chk,Basic,Home & Garden
2/18/25,PROG DIRECT INS  INS PREM   ***********Jude,-87.00,87.00,usaa-chk,Basic,Insurance
2/18/25,KATTERMANS SAND POINT PHASEATTLE      WA,,5.52,usaa-chk,Basic,Pharmacy
2/18/25,APPLE.COM/BILL           866-712-7753 CA,,11.02,usaa-chk,Luxury,Subscriptions / Digital
2/17/25,SQ *RAVENNA BREWING CO Seattle WA,-30.32,30.32,usaa-chk,Luxury,Dining
2/17/25,MAPLE FUELS WASH A TON   MAPLE FALLS  WA,,3.69,usaa-chk,Luxury,Dining
2/17/25,SUMMIT AT SNOQUALMIE ECOM425-4347669 WA,-72.57,72.57,usaa-chk,Basic,Extracirricular
2/17/25,QFC #5807                SEATTLE      WA,,15.55,usaa-chk,Basic,Groceries
2/17/25,HAGGEN 3460              BELLINGHAM   WA,,63.76,usaa-chk,Basic,Groceries
2/17/25,COSTCO BY INSTACART      INSTACART.COMCA,,269.99,usaa-chk,Basic,Groceries
2/17/25,IN *SHADES BY MARKHAM LLC425-4430156 WA,-2151.83,"2,151.83",usaa-chk,Basic,Home & Garden
2/17/25,TENNIS CENTER AT SANSEATTLE             WA,300.00,300.00,usaa-chk,Luxury,Membership
2/16/25,MTNGEAR                  120-64662233 WA,,44.13,usaa-chk,Luxury,Clothing
2/16/25,TST*OUTSIDER BBQ         Seattle      WA,,36.46,usaa-chk,Luxury,Dining
2/16/25,DD *DOORDASH BABAR       DOORDASH.COM CA,,98.76,usaa-chk,Luxury,Dining
2/16/25,METROPOLITAN MKT 15      SEATTLE      WA,,86.40,usaa-chk,Basic,Groceries
2/15/25,EINSTEIN BROS BAGELS2171 SEATTLE      WA,,13.00,usaa-chk,Luxury,Dining
2/15/25,THE POINT                SEATTLE      WA,,81.78,usaa-chk,Luxury,Dining
2/15/25,Amazon.com*RX1U73SC3     Amzn.com/billWA,,40.71,usaa-chk,Basic,Home & Garden
2/15/25,AMAZON MKTPL*TH6WJ55D3   Amzn.com/billWA,,110.34,usaa-chk,Basic,Home & Garden
2/15/25,AMAZON MKTPL*QQ4DT5PS3   Amzn.com/billWA,,120.28,usaa-chk,Basic,Home & Garden
2/15/25,CITY PEOPLE`S MERC       SEATTLE      WA,,121.31,usaa-chk,Basic,Home & Garden
2/15/25,USAA INSURANCE PAYMENT   WWW.USAA.COM TX,,"1,255.65",usaa-chk,Basic,Insurance
2/15/25,COMCAST CABLE COMM       800-COMCAST  WA,,185.33,usaa-chk,Basic,Utilities
2/14/25,BROWN BEAR LAKE CITY SEATTLE WA,-25.85,25.85,usaa-chk,Basic,Auto
2/14/25,MAD PIZZA                SEATTLE      WA,,9.10,usaa-chk,Luxury,Dining
2/14/25,HUNGRYROOT.COM HUNGRYROOT.CONY,-127.67,127.67,usaa-chk,Basic,Groceries
2/14/25,WHOLEFDS MBD #10630      SEATTLE      WA,,13.60,usaa-chk,Basic,Groceries
2/14/25,SQ *PEONY                gosq.com     WA,,180.00,usaa-chk,Basic,Health & Medical
2/14/25,INTEREST PAID,0.05,0.05,usaa-chk,Luxury,Interest Income
2/14/25,NETFLIX.COM              NETFLIX.COM  CA,,25.37,usaa-chk,Luxury,Subscriptions / Digital
2/14/25,PSCCU            ONLINE PMT ***********7POS,-300.00,300.00,usaa-chk,Basic,Utilities
2/13/25,TST*ANCHORHEAD COFFEE -  Seattle      WA,,17.14,usaa-chk,Luxury,Dining
2/13/25,SQ *WESTMAN'S BAGEL AND CSeattle      WA,,21.85,usaa-chk,Luxury,Dining
2/13/25,SQ *PEONY                gosq.com     WA,,180.00,usaa-chk,Basic,Health & Medical
2/13/25,KATTERMANS SAND POINT PHASEATTLE      WA,,25.88,usaa-chk,Basic,Pharmacy
2/13/25,LIBRO.FM AUDIOBOOKS      413-206-9290 WA,,16.54,usaa-chk,Luxury,Subscriptions / Digital
2/12/25,BROWN BEAR CAR WASH - 15TSEATTLE      WA,,9.25,usaa-chk,Basic,Auto
2/12/25,WHOLEFDS MBD #10630      SEATTLE      WA,,19.59,usaa-chk,Basic,Groceries
2/12/25,MDSEELIG                 MDSEELIG.COM WA,,18.00,usaa-chk,Basic,Health & Medical
2/12/25,THE HOME DEPOT #4706     SEATTLE      WA,,27.11,usaa-chk,Basic,Home & Garden
2/12/25,PAYBYPHONE DIAMOND PAR   877-6102054  WA,,8.89,usaa-chk,Basic,Parking
2/11/25,SQ *SHAKE SHACK          Seattle      WA,,21.12,usaa-chk,Luxury,Dining
2/11/25,DEPOSIT@MOBILE,101.38,101.38,usaa-chk,Basic,Health & Medical
2/11/25,EVIDENCE BASED TREATMENT 206-3740109  WA,,118.35,usaa-chk,Basic,Health & Medical
2/11/25,VENMO            PAYMENT    ***********8991,-350.00,350.00,usaa-chk,Luxury,Housekeeper
2/11/25,HEALTHY PAWS PET INSURAN TRACIM@HEALTHPA,,118.98,usaa-chk,Luxury,Pets
2/11/25,KATTERMANS SAND POINT PHASEATTLE      WA,,22.91,usaa-chk,Basic,Pharmacy
2/11/25,FSP*SEATTLE BOULDERING PRSEATTLE      WA,,27.59,usaa-chk,Luxury,R&R
2/10/25,USAA CREDIT CARD PAYMENT,-2500.00,"2,500.00",usaa-chk,Basic,Credit Card Payment
2/10/25,MYKIDSSPENDING.C WK3746675  ***********SAAS,-25.00,25.00,usaa-chk,Luxury,Dining
2/10/25,MYKIDSSPENDING.C WK3751931  ***********SAAS,-25.00,25.00,usaa-chk,Luxury,Dining
2/10/25,MYKIDSSPENDING.C WK3751932  ***********SAAS,-25.00,25.00,usaa-chk,Luxury,Dining
2/10/25,CHIPOTLE 5280            SEATTLE      WA,,3.81,usaa-chk,Luxury,Dining
2/10/25,CHIPOTLE 1984            SEATTLE      WA,,12.58,usaa-chk,Luxury,Dining
2/10/25,SQ *MACRINA BAKERY - ALOHSeattle      WA,,20.66,usaa-chk,Luxury,Dining
2/10/25,WHOLEFDS MBD #10630      SEATTLE      WA,,13.65,usaa-chk,Basic,Groceries
2/10/25,IC* INSTACART            INSTACART.COMCA,,98.42,usaa-chk,Basic,Groceries
2/10/25,APPLE.COM/BILL           866-712-7753 CA,,9.99,usaa-chk,Luxury,Subscriptions / Digital
2/10/25,USAA FUNDS TRANSFER CR,2500.00,"2,500.00",usaa-chk,Basic,Transfer
2/9/25,76 - VILLAGE MARKET 76   SEATTLE      WA,,80.77,usaa-chk,Basic,Auto
2/9/25,QFC #5807                SEATTLE      WA,,22.49,usaa-chk,Basic,Groceries
2/9/25,SQ *KATE GROSSMAN MD PLLCgosq.com     WA,,600.00,usaa-chk,Basic,Health & Medical
2/9/25,SQ *KATE GROSSMAN MD PLLCgosq.com     WA,,"1,360.00",usaa-chk,Basic,Health & Medical
2/9/25,AMAZON PRIME*824L43403   amzn.com/billWA,,3.30,usaa-chk,Basic,Home & Garden
2/8/25,PAYPAL *VISHNUFREES 4029357733 CA,-14.00,14.00,usaa-chk,Basic,Clothing
2/8/25,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,,0.00,usaa-chk,Basic,Credit Card Payment
2/8/25,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,,0.00,usaa-chk,Basic,Credit Card Payment
2/8/25,STARBUCKS STORE 02810 SEATTLE WA,-12.26,12.26,usaa-chk,Luxury,Dining
2/8/25,METROPOLITAN MKT 15      SEATTLE      WA,,24.95,usaa-chk,Basic,Groceries
2/8/25,COSTCO BY INSTACART      INSTACART.COMCA,,220.10,usaa-chk,Basic,Groceries
2/8/25,AMAZON MKTPL*Z77XG2681   Amzn.com/billWA,,39.70,usaa-chk,Basic,Home & Garden
2/8/25,UW PAY BY PHONE 206-685-1553 WA,-0.25,0.25,usaa-chk,Basic,Parking
2/8/25,UW PAY BY PHONE 206-685-1553 WA,-10.00,10.00,usaa-chk,Basic,Parking
2/8/25,UW PAY BY PHONE 206-685-1553 WA,-10.00,10.00,usaa-chk,Basic,Parking
2/7/25,SQ *WESTMAN'S BAGEL AND CSeattle      WA,,4.97,usaa-chk,Luxury,Dining
2/7/25,SQ *WESTMAN'S BAGEL AND CSeattle      WA,,15.23,usaa-chk,Luxury,Dining
